06,073,00000,000000,0000,DISTRICT,Kaithal,Total,204274,1074304,571003,503301,139393,76258,63135,247513,131486,116027,0,0,0,646529,385782,260747,427775,185221,242554,373899,292696,81203,290663,249905,40758,112486,99206,13280,49233,40607,8626,6935,5218,1717,122009,104874,17135,83236,42791,40445,15530,5138,10392,36418,18255,18163,2515,1164,1351,28773,18234,10539,64697,35689,29008,10602,3827,6775,28501,15619,12882,1798,874,924,23796,15369,8427,18539,7102,11437,4928,1311,3617,7917,2636,5281,717,290,427,4977,2865,2112,700405,278307,422098
06,073,00000,000000,0000,DISTRICT,Kaithal,Rural,158019,838293,445931,392362,110499,60425,50074,202878,107815,95063,0,0,0,485223,293066,192157,353070,152865,200205,300886,229859,71027,227767,194531,33236,108007,95115,12892,45021,36887,8134,4419,3081,1338,70320,59448,10872,73119,35328,37791,15150,4882,10268,34852,16988,17864,2085,924,1161,21032,12534,8498,56576,29603,26973,10271,3607,6664,27341,14621,12720,1505,708,797,17459,10667,6792,16543,5725,10818,4879,1275,3604,7511,2367,5144,580,216,364,3573,1867,1706,537407,216072,321335
06,073,00000,000000,0000,DISTRICT,Kaithal,Urban,46255,236011,125072,110939,28894,15833,13061,44635,23671,20964,0,0,0,161306,92716,68590,74705,32356,42349,73013,62837,10176,62896,55374,7522,4479,4091,388,4212,3720,492,2516,2137,379,51689,45426,6263,10117,7463,2654,380,256,124,1566,1267,299,430,240,190,7741,5700,2041,8121,6086,2035,331,220,111,1160,998,162,293,166,127,6337,4702,1635,1996,1377,619,49,36,13,406,269,137,137,74,63,1404,998,406,162998,62235,100763
06,073,00367,000000,0000,SUB-DISTRICT,Guhla,Total,36892,195251,102616,92635,26080,14342,11738,54986,28722,26264,0,0,0,113608,65858,47750,81643,36758,44885,73764,55554,18210,54486,47421,7065,20245,18260,1985,11509,9508,2001,1004,815,189,21728,18838,2890,19278,8133,11145,4037,1041,2996,9793,3934,5859,450,183,267,4998,2975,2023,14658,6578,8080,2775,649,2126,7526,3321,4205,289,140,149,4068,2468,1600,4620,1555,3065,1262,392,870,2267,613,1654,161,43,118,930,507,423,121487,47062,74425
06,073,00367,000000,0000,SUB-DISTRICT,Guhla,Rural,29279,156299,82006,74293,21016,11560,9456,45754,23796,21958,0,0,0,88131,51262,36869,68168,30744,37424,61583,44838,16745,43574,37535,6039,19344,17397,1947,10868,8919,1949,728,571,157,12634,10648,1986,18009,7303,10706,3982,1010,2972,9627,3836,5791,401,157,244,3999,2300,1699,13640,5898,7742,2728,620,2108,7463,3271,4192,252,121,131,3197,1886,1311,4369,1405,2964,1254,390,864,2164,565,1599,149,36,113,802,414,388,94716,37168,57548
06,073,00367,000000,0000,SUB-DISTRICT,Guhla,Urban,7613,38952,20610,18342,5064,2782,2282,9232,4926,4306,0,0,0,25477,14596,10881,13475,6014,7461,12181,10716,1465,10912,9886,1026,901,863,38,641,589,52,276,244,32,9094,8190,904,1269,830,439,55,31,24,166,98,68,49,26,23,999,675,324,1018,680,338,47,29,18,63,50,13,37,19,18,871,582,289,251,150,101,8,2,6,103,48,55,12,7,5,128,93,35,26771,9894,16877
06,073,00367,058715,0000,VILLAGE,Arnoli (32),Rural,705,3573,1866,1707,388,205,183,438,226,212,0,0,0,2277,1310,967,1296,556,740,1312,1089,223,1115,985,130,522,504,18,306,234,72,30,28,2,257,219,38,197,104,93,2,1,1,103,58,45,11,4,7,81,41,40,174,95,79,2,1,1,91,53,38,5,2,3,76,39,37,23,9,14,0,0,0,12,5,7,6,2,4,5,2,3,2261,777,1484
06,073,00367,058716,0000,VILLAGE,Shahzadpur (31),Rural,28,118,64,54,10,8,2,0,0,0,0,0,0,72,42,30,46,22,24,40,36,4,36,34,2,30,29,1,0,0,0,3,3,0,3,2,1,4,2,2,2,2,0,0,0,0,0,0,0,2,0,2,4,2,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,28,50
06,073,00367,058717,0000,VILLAGE,Lendaheri (30),Rural,211,973,504,469,124,65,59,304,156,148,0,0,0,525,294,231,448,210,238,364,261,103,154,142,12,132,126,6,1,1,0,4,4,0,17,11,6,210,119,91,47,1,46,162,118,44,0,0,0,1,0,1,208,118,90,46,1,45,161,117,44,0,0,0,1,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,609,243,366
06,073,00367,058718,0000,VILLAGE,Chhana Agrian (29),Rural,16,83,40,43,17,8,9,0,0,0,0,0,0,25,13,12,58,27,31,26,26,0,23,23,0,9,9,0,14,14,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14,43
06,073,00367,058719,0000,VILLAGE,Chhana Jattan (28),Rural,32,179,89,90,23,13,10,29,15,14,0,0,0,114,64,50,65,25,40,58,50,8,42,38,4,33,30,3,3,2,1,0,0,0,6,6,0,16,12,4,2,2,0,14,10,4,0,0,0,0,0,0,16,12,4,2,2,0,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,39,82
06,073,00367,058720,0000,VILLAGE,Jodhwa (27),Rural,85,405,218,187,61,38,23,186,105,81,0,0,0,197,110,87,208,108,100,131,114,17,83,77,6,46,43,3,27,27,0,0,0,0,10,7,3,48,37,11,0,0,0,48,37,11,0,0,0,0,0,0,48,37,11,0,0,0,48,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,104,170
06,073,00367,058721,0000,VILLAGE,Gagarpur (144),Rural,486,2744,1437,1307,391,210,181,2105,1087,1018,0,0,0,1405,858,547,1339,579,760,1238,746,492,479,442,37,141,139,2,77,66,11,10,8,2,251,229,22,759,304,455,120,6,114,456,141,315,12,4,8,171,153,18,389,290,99,7,5,2,207,129,78,6,4,2,169,152,17,370,14,356,113,1,112,249,12,237,6,0,6,2,1,1,1506,691,815
06,073,00367,058722,0000,VILLAGE,Ahmadpur Garh (141),Rural,68,354,174,180,43,20,23,70,33,37,0,0,0,198,104,94,156,70,86,123,106,17,80,70,10,44,40,4,8,8,0,9,8,1,19,14,5,43,36,7,1,1,0,27,24,3,2,2,0,13,9,4,43,36,7,1,1,0,27,24,3,2,2,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,68,163
